id,program_id,module_path,status,notes,timestamp
1306,SUBPROGD,REFACTOR,OPPORTUNITIES_RECORDED,"1 dead paragraphs, 1 total opportunities",2026-05-09T15:31:49.088896+00:00
1307,SUBPROGD,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/SUBPROGD.CBL,2026-05-09T15:31:49.090296+00:00
1308,SUBPROGD,TRANSLATE,DONE,method=hybrid,2026-05-09T15:31:59.252308+00:00
1309,SUBPROGD,VALIDATE,FAIL,pass_rate=0.00,2026-05-09T15:31:59.481821+00:00
1310,SUBPROGD,/home/anonymous/Desktop/cobol_moderniser/full_run_output/pass_1/subprogd.py,rolled_back,All repair retries exhausted,2026-05-09T15:32:33.213997+00:00
1311,SUBPROGD,REPAIR,ROLLBACK,,2026-05-09T15:32:33.215004+00:00
1312,SUBPROGD,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:fail"", ""repair:rollback"", ""refactor:normalized"", ""refactor_opportunities:1""], ""repair_status"": ""ROLLBACK"", ""validation_status"": ""FAIL""}",2026-05-09T15:32:33.215794+00:00
1313,VIZZBUZZ,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:32:33.219108+00:00
1314,VIZZBUZZ,REFACTOR,OPPORTUNITIES_RECORDED,"1 dead paragraphs, 1 total opportunities",2026-05-09T15:32:33.219958+00:00
1315,VIZZBUZZ,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/VIZZBUZZ.CBL,2026-05-09T15:32:33.221287+00:00
1316,VIZZBUZZ,TRANSLATE,DONE,method=hybrid,2026-05-09T15:32:46.068073+00:00
1317,VIZZBUZZ,VALIDATE,FAIL,pass_rate=0.00,2026-05-09T15:32:46.239483+00:00
1318,VIZZBUZZ,/home/anonymous/Desktop/cobol_moderniser/full_run_output/pass_1/vizzbuzz.py,rolled_back,All repair retries exhausted,2026-05-09T15:33:29.699120+00:00
1319,VIZZBUZZ,REPAIR,ROLLBACK,,2026-05-09T15:33:29.700308+00:00
1320,VIZZBUZZ,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:fail"", ""repair:rollback"", ""refactor:normalized"", ""refactor_opportunities:1""], ""repair_status"": ""ROLLBACK"", ""validation_status"": ""FAIL""}",2026-05-09T15:33:29.701052+00:00
1321,CICSDRIV,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:33:29.704230+00:00
1322,CICSDRIV,REFACTOR,OPPORTUNITIES_RECORDED,"1 dead paragraphs, 1 total opportunities",2026-05-09T15:33:29.705030+00:00
1323,CICSDRIV,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/CICSDRIV.CBL,2026-05-09T15:33:29.706302+00:00
1324,CICSDRIV,TRANSLATE,DONE,method=hybrid,2026-05-09T15:33:40.655762+00:00
1325,CICSDRIV,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:33:40.697433+00:00
1326,CICSDRIV,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:partial"", ""refactor:normalized"", ""refactor_opportunities:1""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""PARTIAL""}",2026-05-09T15:33:40.699488+00:00
1327,CARD2D,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:33:40.704463+00:00
1328,CARD2D,REFACTOR,OPPORTUNITIES_RECORDED,"1 dead paragraphs, 1 total opportunities",2026-05-09T15:33:40.705674+00:00
1329,CARD2D,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/CARD2D.CBL,2026-05-09T15:33:40.707456+00:00
1330,CARD2D,TRANSLATE,DONE,method=hybrid,2026-05-09T15:33:51.071998+00:00
1331,CARD2D,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:33:51.331050+00:00
1332,CARD2D,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:hybrid"", ""validation:behaviour_preserved"", ""refactor:normalized"", ""refactor_opportunities:1""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:33:51.333333+00:00
1333,ZUTZCPC,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:33:51.356607+00:00
1334,ZUTZCPC,REFACTOR,OPPORTUNITIES_RECORDED,"101 dead paragraphs, 114 total opportunities",2026-05-09T15:33:51.359706+00:00
1335,ZUTZCPC,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/ZUTZCPC.CBL,2026-05-09T15:33:51.380983+00:00
1336,ZUTZCPC,TRANSLATE,DONE,method=hybrid,2026-05-09T15:34:03.951536+00:00
1337,ZUTZCPC,VALIDATE,FAIL,pass_rate=0.00,2026-05-09T15:34:04.191584+00:00
1338,ZUTZCPC,/home/anonymous/Desktop/cobol_moderniser/full_run_output/pass_1/zutzcpc.py,rolled_back,All repair retries exhausted,2026-05-09T15:34:43.119885+00:00
1339,ZUTZCPC,REPAIR,ROLLBACK,,2026-05-09T15:34:43.120881+00:00
1340,ZUTZCPC,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:fail"", ""repair:rollback"", ""refactor:normalized"", ""refactor_opportunities:114""], ""repair_status"": ""ROLLBACK"", ""validation_status"": ""FAIL""}",2026-05-09T15:34:43.121823+00:00
1341,VSAMTEST,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:34:43.126571+00:00
1342,VSAMTEST,REFACTOR,OPPORTUNITIES_RECORDED,"1 dead paragraphs, 1 total opportunities",2026-05-09T15:34:43.127557+00:00
1343,VSAMTEST,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/VSAMTEST.CBL,2026-05-09T15:34:43.129087+00:00
1344,VSAMTEST,TRANSLATE,DONE,method=hybrid,2026-05-09T15:34:52.098887+00:00
1345,VSAMTEST,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:34:52.167568+00:00
1346,VSAMTEST,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:partial"", ""refactor:normalized"", ""refactor_opportunities:1""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""PARTIAL""}",2026-05-09T15:34:52.170022+00:00
1347,FIZZBUZZ,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:34:52.176031+00:00
1348,FIZZBUZZ,REFACTOR,OPPORTUNITIES_RECORDED,"1 dead paragraphs, 1 total opportunities",2026-05-09T15:34:52.177600+00:00
1349,FIZZBUZZ,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/FIZZBUZZ.CBL,2026-05-09T15:34:52.180996+00:00
1350,FIZZBUZZ,TRANSLATE,DONE,method=hybrid,2026-05-09T15:35:05.853123+00:00
1351,FIZZBUZZ,VALIDATE,FAIL,pass_rate=0.00,2026-05-09T15:35:06.054549+00:00
1352,FIZZBUZZ,/home/anonymous/Desktop/cobol_moderniser/full_run_output/pass_1/fizzbuzz.py,rolled_back,All repair retries exhausted,2026-05-09T15:35:48.694668+00:00
1353,FIZZBUZZ,REPAIR,ROLLBACK,,2026-05-09T15:35:48.695737+00:00
1354,FIZZBUZZ,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:fail"", ""repair:rollback"", ""refactor:normalized"", ""refactor_opportunities:1""], ""repair_status"": ""ROLLBACK"", ""validation_status"": ""FAIL""}",2026-05-09T15:35:48.696615+00:00
1355,CONVERT-TEST,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:35:48.701630+00:00
1356,CONVERT-TEST,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/CONVERT-TEST.CBL,2026-05-09T15:35:48.705885+00:00
1357,CONVERT-TEST,TRANSLATE,DONE,method=hybrid,2026-05-09T15:36:01.080076+00:00
1358,CONVERT-TEST,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:36:01.129182+00:00
1359,CONVERT-TEST,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:partial"", ""refactor:normalized""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""PARTIAL""}",2026-05-09T15:36:01.131347+00:00
1360,FILEDEMO,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:36:01.135272+00:00
1361,FILEDEMO,REFACTOR,OPPORTUNITIES_RECORDED,"2 dead paragraphs, 2 total opportunities",2026-05-09T15:36:01.136255+00:00
1362,FILEDEMO,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/FILEDEMO.CBL,2026-05-09T15:36:01.137592+00:00
1363,FILEDEMO,TRANSLATE,DONE,method=hybrid,2026-05-09T15:36:12.781849+00:00
1364,FILEDEMO,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:36:12.892861+00:00
1365,FILEDEMO,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:hybrid"", ""validation:behaviour_preserved"", ""refactor:normalized"", ""refactor_opportunities:2""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:36:12.895214+00:00
1366,CARD3D,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:36:12.898370+00:00
1367,CARD3D,REFACTOR,OPPORTUNITIES_RECORDED,"1 dead paragraphs, 1 total opportunities",2026-05-09T15:36:12.899196+00:00
1368,CARD3D,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/CARD3D.CBL,2026-05-09T15:36:12.901104+00:00
1369,CARD3D,TRANSLATE,DONE,method=hybrid,2026-05-09T15:36:23.423780+00:00
1370,CARD3D,VALIDATE,FAIL,pass_rate=0.00,2026-05-09T15:36:23.652078+00:00
1371,CARD3D,/home/anonymous/Desktop/cobol_moderniser/full_run_output/pass_1/card3d.py,rolled_back,All repair retries exhausted,2026-05-09T15:36:53.719973+00:00
1372,CARD3D,REPAIR,ROLLBACK,,2026-05-09T15:36:53.721004+00:00
1373,CARD3D,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:fail"", ""repair:rollback"", ""refactor:normalized"", ""refactor_opportunities:1""], ""repair_status"": ""ROLLBACK"", ""validation_status"": ""FAIL""}",2026-05-09T15:36:53.721892+00:00
1374,convert-bad2,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:36:53.725615+00:00
1375,convert-bad2,REFACTOR,OPPORTUNITIES_RECORDED,"0 dead paragraphs, 1 total opportunities",2026-05-09T15:36:53.726571+00:00
1376,convert-bad2,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/convert-bad2.cbl,2026-05-09T15:36:53.728187+00:00
1377,convert-bad2,TRANSLATE,DONE,method=hybrid,2026-05-09T15:37:06.715173+00:00
1378,convert-bad2,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:37:06.763651+00:00
1379,convert-bad2,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:partial"", ""refactor:normalized"", ""refactor_opportunities:1""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""PARTIAL""}",2026-05-09T15:37:06.766499+00:00
1380,convert-bad,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:06.777285+00:00
1381,convert-bad,REFACTOR,OPPORTUNITIES_RECORDED,"0 dead paragraphs, 1 total opportunities",2026-05-09T15:37:06.780687+00:00
1382,convert-bad,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/neopragma_cobol-unit-test/convert-bad.cbl,2026-05-09T15:37:06.786188+00:00
1383,convert-bad,TRANSLATE,DONE,method=hybrid,2026-05-09T15:37:20.947018+00:00
1384,convert-bad,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:37:21.004213+00:00
1385,convert-bad,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:partial"", ""refactor:normalized"", ""refactor_opportunities:1""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""PARTIAL""}",2026-05-09T15:37:21.006493+00:00
1386,PROGCOB09,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:21.010567+00:00
1387,PROGCOB09,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOB09.cob,2026-05-09T15:37:21.011652+00:00
1388,PROGCOB09,TRANSLATE,DONE,method=rule,2026-05-09T15:37:21.016182+00:00
1389,PROGCOB09,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:37:21.217016+00:00
1390,PROGCOB09,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:rule"", ""validation:behaviour_preserved"", ""refactor:analyzed""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:37:21.219945+00:00
1391,PROGCOB13,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:21.223438+00:00
1392,PROGCOB13,REFACTOR,OPPORTUNITIES_RECORDED,"1 dead paragraphs, 1 total opportunities",2026-05-09T15:37:21.224221+00:00
1393,PROGCOB13,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOB13.cob,2026-05-09T15:37:21.225364+00:00
1394,PROGCOB13,TRANSLATE,DONE,method=rule,2026-05-09T15:37:21.228126+00:00
1395,PROGCOB13,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:37:21.404558+00:00
1396,PROGCOB13,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:rule"", ""validation:behaviour_preserved"", ""refactor:normalized"", ""refactor_opportunities:1""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:37:21.407263+00:00
1397,PROGCOB04,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:21.410673+00:00
1398,PROGCOB04,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOB04.cob,2026-05-09T15:37:21.411735+00:00
1399,PROGCOB04,TRANSLATE,DONE,method=rule,2026-05-09T15:37:21.414436+00:00
1400,PROGCOB04,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:37:21.608099+00:00
1401,PROGCOB04,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:rule"", ""validation:behaviour_preserved"", ""refactor:normalized""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:37:21.610743+00:00
1402,PROGCOBCPF,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:21.613639+00:00
1403,PROGCOBCPF,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOBCPF.cob,2026-05-09T15:37:21.614693+00:00
1404,PROGCOBCPF,TRANSLATE,DONE,method=rule,2026-05-09T15:37:21.616894+00:00
1405,PROGCOBCPF,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:37:21.800668+00:00
1406,PROGCOBCPF,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:rule"", ""validation:behaviour_preserved"", ""refactor:normalized""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:37:21.803210+00:00
1407,BOOK,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:21.806091+00:00
1408,BOOK,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/BOOK.cob,2026-05-09T15:37:21.806990+00:00
1409,BOOK,TRANSLATE,DONE,method=rule,2026-05-09T15:37:21.808969+00:00
1410,BOOK,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:37:21.811104+00:00
1411,BOOK,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:rule"", ""validation:oracle_unavailable"", ""refactor:analyzed""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:37:21.812489+00:00
1412,RELATORIOEMTELA01,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:21.818398+00:00
1413,RELATORIOEMTELA01,REFACTOR,OPPORTUNITIES_RECORDED,"5 dead paragraphs, 5 total opportunities",2026-05-09T15:37:21.819855+00:00
1414,RELATORIOEMTELA01,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/RELATORIOEMTELA01.cob,2026-05-09T15:37:21.821416+00:00
1415,RELATORIOEMTELA01,TRANSLATE,DONE,method=hybrid,2026-05-09T15:37:35.043209+00:00
1416,RELATORIOEMTELA01,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:37:35.044815+00:00
1417,RELATORIOEMTELA01,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:5""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:37:35.046181+00:00
1418,PROGCOBSTRING,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:35.050806+00:00
1419,PROGCOBSTRING,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOBSTRING.cob,2026-05-09T15:37:35.052516+00:00
1420,PROGCOBSTRING,TRANSLATE,DONE,method=rule,2026-05-09T15:37:35.059627+00:00
1421,PROGCOBSTRING,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:37:35.190339+00:00
1422,PROGCOBSTRING,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:rule"", ""validation:behaviour_preserved"", ""refactor:normalized""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:37:35.193426+00:00
1423,PROGCOB16,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:35.198336+00:00
1424,PROGCOB16,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOB16.cob,2026-05-09T15:37:35.200408+00:00
1425,PROGCOB16,TRANSLATE,DONE,method=rule,2026-05-09T15:37:35.207018+00:00
1426,PROGCOB16,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:37:35.340872+00:00
1427,PROGCOB16,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:rule"", ""validation:behaviour_preserved"", ""refactor:normalized""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:37:35.343863+00:00
1428,PROGCOB03,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:35.348451+00:00
1429,PROGCOB03,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOB03.cob,2026-05-09T15:37:35.349896+00:00
1430,PROGCOB03,TRANSLATE,DONE,method=rule,2026-05-09T15:37:35.352814+00:00
1431,PROGCOB03,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:37:35.495822+00:00
1432,PROGCOB03,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:rule"", ""validation:behaviour_preserved"", ""refactor:normalized""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:37:35.498671+00:00
1433,PROGCOB01,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:35.501982+00:00
1434,PROGCOB01,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOB01.cob,2026-05-09T15:37:35.503163+00:00
1435,PROGCOB01,TRANSLATE,DONE,method=rule,2026-05-09T15:37:35.505675+00:00
1436,PROGCOB01,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:37:35.634303+00:00
1437,PROGCOB01,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:rule"", ""validation:behaviour_preserved"", ""refactor:normalized""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:37:35.637048+00:00
1438,PROGCOB05,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:37:35.640625+00:00
1439,PROGCOB05,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOB05.cob,2026-05-09T15:37:35.641938+00:00
1440,PROGCOB05,TRANSLATE,DONE,method=hybrid,2026-05-09T15:37:49.310271+00:00
1441,PROGCOB05,VALIDATE,FAIL,pass_rate=0.00,2026-05-09T15:37:49.422752+00:00
1442,PROGCOB05,/home/anonymous/Desktop/cobol_moderniser/full_run_output/pass_1/progcob05.py,rolled_back,All repair retries exhausted,2026-05-09T15:38:35.744835+00:00
1443,PROGCOB05,REPAIR,ROLLBACK,,2026-05-09T15:38:35.746948+00:00
1444,PROGCOB05,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:fail"", ""repair:rollback"", ""refactor:normalized""], ""repair_status"": ""ROLLBACK"", ""validation_status"": ""FAIL""}",2026-05-09T15:38:35.748403+00:00
1445,PROGCOB02,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:38:35.753428+00:00
1446,PROGCOB02,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOB02.cob,2026-05-09T15:38:35.755165+00:00
1447,PROGCOB02,TRANSLATE,DONE,method=rule,2026-05-09T15:38:35.762632+00:00
1448,PROGCOB02,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:38:35.994496+00:00
1449,PROGCOB02,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:rule"", ""validation:behaviour_preserved"", ""refactor:normalized""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:38:35.997350+00:00
1450,PROGCOBAUMENTOSALARIAL,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:38:36.001134+00:00
1451,PROGCOBAUMENTOSALARIAL,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOBAUMENTOSALARIAL.cob,2026-05-09T15:38:36.002576+00:00
1452,PROGCOBAUMENTOSALARIAL,TRANSLATE,DONE,method=rule,2026-05-09T15:38:36.006546+00:00
1453,PROGCOBAUMENTOSALARIAL,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:38:36.156206+00:00
1454,PROGCOBAUMENTOSALARIAL,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:rule"", ""validation:behaviour_preserved"", ""refactor:normalized""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:38:36.159138+00:00
1455,PROGCOBINVESTIMENTOFINANCEIRO,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:38:36.163148+00:00
1456,PROGCOBINVESTIMENTOFINANCEIRO,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOBINVESTIMENTOFINANCEIRO.cob,2026-05-09T15:38:36.164682+00:00
1457,PROGCOBINVESTIMENTOFINANCEIRO,TRANSLATE,DONE,method=rule,2026-05-09T15:38:36.168595+00:00
1458,PROGCOBINVESTIMENTOFINANCEIRO,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:38:36.368939+00:00
1459,PROGCOBINVESTIMENTOFINANCEIRO,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:rule"", ""validation:behaviour_preserved"", ""refactor:normalized""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:38:36.371798+00:00
1460,RELATORIOEMTELA02,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:38:36.376059+00:00
1461,RELATORIOEMTELA02,REFACTOR,OPPORTUNITIES_RECORDED,"5 dead paragraphs, 5 total opportunities",2026-05-09T15:38:36.377125+00:00
1462,RELATORIOEMTELA02,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/RELATORIOEMTELA02.cob,2026-05-09T15:38:36.378195+00:00
1463,RELATORIOEMTELA02,TRANSLATE,DONE,method=hybrid,2026-05-09T15:38:49.255327+00:00
1464,RELATORIOEMTELA02,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:38:49.257009+00:00
1465,RELATORIOEMTELA02,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:5""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:38:49.258159+00:00
1466,YOUR-PROGRAM-NAME,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:38:49.261591+00:00
1467,YOUR-PROGRAM-NAME,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOBHELLOCOBOL.cob,2026-05-09T15:38:49.262739+00:00
1468,YOUR-PROGRAM-NAME,TRANSLATE,DONE,method=hybrid,2026-05-09T15:38:50.394653+00:00
1469,YOUR-PROGRAM-NAME,VALIDATE,PASS,pass_rate=1.00,2026-05-09T15:38:50.509607+00:00
1470,YOUR-PROGRAM-NAME,LEARN,RECORDED,"{""pass_rate"": 1.0, ""patterns"": [""translation:hybrid"", ""validation:behaviour_preserved"", ""refactor:analyzed""], ""repair_status"": ""ALREADY_PASSING"", ""validation_status"": ""PASS""}",2026-05-09T15:38:50.512686+00:00
1471,PROGCOB14,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:38:50.516456+00:00
1472,PROGCOB14,REFACTOR,OPPORTUNITIES_RECORDED,"1 dead paragraphs, 1 total opportunities",2026-05-09T15:38:50.517528+00:00
1473,PROGCOB14,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/lucasrmagalhaes_learning-COBOL/PROGCOB14.cob,2026-05-09T15:38:50.518803+00:00
1474,PROGCOB14,TRANSLATE,DONE,method=hybrid,2026-05-09T15:39:01.638598+00:00
1475,PROGCOB14,VALIDATE,FAIL,pass_rate=0.00,2026-05-09T15:39:01.799880+00:00
1476,PROGCOB14,/home/anonymous/Desktop/cobol_moderniser/full_run_output/pass_1/progcob14.py,rolled_back,All repair retries exhausted,2026-05-09T15:39:37.523514+00:00
1477,PROGCOB14,REPAIR,ROLLBACK,,2026-05-09T15:39:37.524766+00:00
